ingr_code,name_ko,name_en
D001006,티오트로피움,Tiotropium
D001334,라스부리카제,Rasburicase
D001341,밀리논,Milrinone
D000868,에스암로디핀,S-Amlodipine
D001380,덱스라족산,Dexrazoxane
D001343,아가트로반,Argatroban
D001381,아미노벤조산칼륨,Aminobenzoate Potassium
D001283,아세트산아연,Zinc acetate
D001336,세벨라머,Sevelamer
D001348,피르페니돈,Pirfenidone
D001335,알글루코시다제 알파,Alglucosidase α
D001284,카베르골린,Cabergoline
D001378,데페라시록스,Deferasirox
D000673,코비시스타트,Cobicistat
D001347,테넥테플라제,Tenecteplase
D000565,염화칼륨,Potassium Chloride
D001393,티클로피딘,Ticlopidine
D000151,알파칼시돌,Alfacalcidol
D001388,레노그라스팀,Lenograstim
D000032,아이오다이즈드오일,Iodised Oil
D001402,아다팔렌,Adapalene
D000188,파리칼시톨,Paricalcitol
D000165,이오베르솔,Ioversol
D001369,디옥타헤드랄스멕타이트,Dioctahedral smectite
D001385,황산바륨,Barium sulfate
D001395,염화망간,Manganese Chloride
D001282,엘트롬보팍,Eltrombopag
D001387,로미플로스팀,Romiplostim
D001389,페그필그라스팀,Pegfilgrastim
D001295,브렌툭시맙 베도틴,Brentuximab vedotin
D001392,트리페그필그라스팀,Tripegfilgrastim
D001391,페그테오그라스팀,Pegteograstim
D001386,에프모록토코그알파,Efmoroctocog alfa
D001396,뉴시너센,Nusinersen
D001401,플로라프로놀(18F),Florapronol(18F)
D001400,수크로제이철옥시수산화물,Sucroferric oxyhydroxide
D001397,구셀쿠맙,Guselkumab
D001399,더발루맙,Durvalumab
D001364,레테르모비르,Letermovir
D001409,벤라리주맙,Benralizumab
D001404,갈카네주맙,Galcanezumab
D001405,오피카폰,Opicapone
D001408,리산키주맙,Risankizumab
D001407,오미데네팍이소프로필,Omidenepag isopropyl
D001403,브리바라세탐,Brivaracetam
D000175,칼시페디올,Calcifediol
D001439,황산마그네슘,Magnesium Sulfate
D000656,아트로핀,Atropine
D001262,디멘히드리네이트,Dimenhydrinate
D001300,비사코딜,Bisacodyl
D001448,이노시플렉스,Inosiplex
D000479,클로베타솔 프로피오네이트,Clobetasol Propionate
D000227,메토카르바몰,Methocarbamol
D001309,데속시메타손,Desoximetasone
D001445,답손,Dapsone
D001422,바소프레신,Vasopressin
D001434,바클로펜,Baclofen
D001429,메피바카인,Mepivacaine
D000044,옥시부티닌,Oxybutynin
D001444,클로파지민,Clofazimine
D001452,플루벤다졸,Flubendazole
D001310,프레드니카르베이트,Prednicarbate
D001437,톨페리손,Tolperisone
D001354,트로스피움,Trospium
D001443,프로티온아미드,Prothionamide
D000380,테르비나핀,Terbinafine
D001355,프로피베린,Propiverine
D001438,토피소팜,Tofisopam
D000242,시클로벤자프린,Cyclobenzaprine
D000172,지도부딘,Zidovudine
D001430,로피바카인,Ropivacaine
D000470,온단세트론,Ondansetron
D001308,데소니드,Desonide
D001450,자나미비어,Zanamivir
D001432,아트라쿠륨,Atracurium
D000078,그라니세트론,Granisetron
D001293,클로베타손 부티레이트,Clobetasone butyrate
D001081,리파부틴,Rifabutin
D001449,발라시클로비르,Valaciclovir
D001431,프로카인,Procaine
D001366,팔로노세트론,Palonosetron
D000187,티자니딘,Tizanidine
D001451,나탈리주맙,Natalizumab
D001455,클로스트리디움보톨리눔독소A형,Clostridium Botulinum Toxin Type A
D000711,리오티로닌나트륨,Liothyronine Sodium
D001413,이노투주맙오조가마이신,Inotuzumab ozogamicin
D001414,아베마시클립,Abemaciclib
D001412,로모소주맙,Romosozumab
D001416,티피라실,Tipiracil
D001415,올라파립,Olaparib
D001418,리보시클립,Ribociclib
D001421,발록사비르 마르복실,Baloxavir marboxil
D001420,테노포비르알라페나미드,Tenofovir alafenamide
D000709,리도카인,Lidocaine
D000995,플루오로메톨론,Fluorometholone
D001457,필로카르핀,Pilocarpine
D001458,호마트로핀,Homatropine
D000657,아프라클로니딘,Apraclonidine
D000684,티몰롤,Timolol
D001465,도르졸라미드,Dorzolamide
D000191,페닐레프린,Phenylephrine
D000727,설파살라진,Sulfasalazine
D001467,단트롤렌,Dantrolene
D001471,아보카도·대두불검화물,"Avocado and Soyabean oil, unsaponifiables"
D001275,라타노프로스트,Latanoprost
D001456,펜타미딘,Pentamidine
D001460,브린졸라미드,Brinzolamide
D001047,월견초종자유(달맞이꽃종자유),Evening Primrose Oil
D001082,시롤리무스,Sirolimus
D001462,베르테포르핀,Verteporfin
D001469,에데트산칼슘나트륨,Edetate Calcium Disodium(Calcium EDTA)
D001476,솔리페나신,Solifenacin
D001466,시클레소니드,Ciclesonide
D001274,비마토프로스트,Bimatoprost
D001472,가도테리돌,Gadoteridol
D001475,리페그필그라스팀,Lipegfilgrastim
D001463,오말리주맙,Omalizumab
D001464,페그인터페론베타-1a,Peginterferon beta-1a
D001468,트리엔틴,Trientine
D001503,글리세린,Glycerin
D001480,플루오시노니드,Fluocinonide
D001483,크로타미톤,Crotamiton
D001477,설파디아진은,Silver Sulfadiazine
D001496,로페라미드,Loperamide
D001058,니푸록사지드,Nifuroxazide
D001505,피나베륨,Pinaverium
D001482,디플로라손디아세테이트,Diflorasone diacetate
D001486,디플루프레드네이트,Difluprednate
D001506,메베베린,Mebeverine
D001733,포비돈요오드,Povidone-iodine
D001494,라모세트론,Ramosetron
D001479,디플루코르톨론발레레이트,Diflucortolone valerate
D001731,요오드,Iodine
D001507,발살라지드,Balsalazide
D001500,피코설페이트나트륨,Sodium Picosulfate
D001509,클레부딘,Clevudine
D001492,아프레피탄트,Aprepitant
D001487,이르소글라딘,Irsogladine
D001727,아미도트리조산,amidotrizoate
D001617,D-소르비톨,D-Sorbitol
D001294,리라글루티드,Liraglutide
D001493,포스아프레피탄트,Fosaprepitant
D001694,레이저티닙,Lazertinib
D001649,라타노프로스틴부노드,Latanoprostene bunod
D001737,트리파로텐,Trifarotene
D001704,알펠리십,Alpelisib
D001741,프레마네주맙,Fremanezumab
D001740,플루시클로빈(18F)액,Fluciclovine(18F)
D001699,네라티닙,Neratinib
D001644,아브로시티닙,Abrocitinib
D001724,발베나진,Valbenazine
D001736,베리시구앗,Vericiguat
D000694,데소게스트렐,Desogestrel
D001748,카보테그라비르,Cabotegravir
D001755,필고티닙,Filgotinib
D001700,페드라티닙,Fedratinib
D001757,루스파터셉트,Luspatercept
D001759,세마글루티드,Semaglutide
D001758,사람단백질씨,Human Protein C
D001713,트라스투주맙 데룩스테칸,Trastuzumab deruxtecan
D001756,비베그론,Vibegron
D001744,에나로두스타트,Enarodustat
D001716,도스탈리맙,Dostarlimab
D001701,아칼라브루티닙,Acalabrutinib
D001508,페닐부틸산나트륨,Sodium phenylbutyrate
D001734,레미마졸람,Remimazolam
D001735,라나델루맙,Lanadelumab
D001742,에플라페그라스팀,Eflapegrastim
D000493,구아이페네신,Guaifenesin
D001315,염화암모늄,Ammonium chloride
D001098,노스카핀,Noscapine
D001703,자누브루티닙,Zanubrutinib
D001693,보수티닙,Bosutinib
D001795,파리시맙,Faricimab
D001787,네타르수딜,Netarsudil
D001783,오자니모드,Ozanimod
D001764,바다두스타트,Vadadustat
D001794,트레멜리무맙,Tremelimumab
D001796,수팀리맙,Sutimlimab
D001650,니르마트렐비르,Nirmatrelvir
D001788,듀크라바시티닙,Deucravacitinib
D001789,스페솔리맙,Spesolimab
D001790,트랄로키누맙,Tralokinumab
D001792,에보칼세트,Evocalcet
D001786,아토제판트,Atogepant
D001793,티슬렐리주맙,Tislelizumab
D001763,루라시돈,Lurasidone
D001791,테제펠루맙,Tezepelumab
D001766,클라조센탄,Clazosentan
D001784,투카티닙,Tucatinib
D001815,프레드니솔론발레로아세테이트,Prednisolone valeroacetate
D001847,진드기추출물,Allergen extract
D000764,인산일수소나트륨,Sodium Phosphate Dibasic Dihydrate
D001108,피릴라민,Pyrilamine
D001845,비시세이트염산염,Bicisate hydrochloride
D001843,아네톨,Anethole
D001770,요오드화나트륨(123I),Sodium iodide(123I)
D001848,염화인듐(111ln) + 펜테트레오티드,Indium Chloride (111In) + Pentetreotide
D001844,히드록시에틸전분,Hydroxyethyl starch
D001800,디프로필린,Diprophylline
D001813,이부프로펜피코놀,Ibuprofen Piconol
D001839,셀리넥서,Selinexor
D001828,마리바비르,Maribavir
D001814,데옥시콜산,Deoxycholic acid
D001833,미리키주맙,Mirikizumab
D001827,카피바설팁,Capivasertib
D001834,페그세타코플란,Pegcetacoplan
D001830,레케네맙,Lecanemab
D001838,엘라나타맙,Elranatamab
D001835,인클리시란,Inclisiran
D001840,탈쿠에타맙,Talquetamab
D001831,비메키주맙,Bimekizumab
D001841,졸베툭시맙,Zolbetuximab
D001836,리틀레시티닙,Ritlecitinib
D001837,아바트롬보팍,Avatrombopag
D001822,오피란제린,Opiranserin
D001842,"재조합호흡기세포융합바이러스융합-전단백질F, 면역증가제","Recombinant respiratory syncytial virus pre-fusion F protein, Adjuvanted"
D001832,래브리키주맙,Lebrikizumab
D000025,시클로펜톨레이트염산염,Cyclopentolate Hydrochloride
D000641,브리모니딘타르타르산염,Brimonidine Tartrate
D000648,세페타메트피복실염산염,Cefetamet Pivoxil Hydrochloride
D000089,디시클로민염산염,Dicyclomine Hydrochloride
D000296,독시라민석시네이트,Doxylamine Succinate
D000576,인산이수소나트륨,Monobasic Sodium Phosphate
D000598,6β-요오드메칠-19-노르-코레스트-5(10)-엔3β-올(131 I),6Beta-Iodomethyl-19-Norcholest-5 (10)-EN-3Beta-ol (131I)
D000505,디에틸프로피온염산염,Diethylpropion Hydrochloride
D000222,로페라미드염산염,Loperamide Hydrochloride
D000210,폴리스티렌설폰산칼슘,Calcium Polystyrene Sulfonate
D000424,메탄설폰산페플록사신,Pefloxacin Methanesulfonate
D000108,피메크로리무스,Pimecrolimus
D000701,펜디메트라진타르타르산염,Phendimetrazine Tartrate
D000795,펜터민염산염,Phentermine Hydrochloride
D000446,설파디아진은,Silver Sulfadiazine
D000586,타우로리딘,Taurolidine
D000384,티아넵틴나트륨,Tianeptine Sodium
D000193,글루콘산제이철나트륨착염,Sodium Ferric Gluconate Complex
D000484,"테리파라타이드(유전자재조합)(숙주:E.coli K12RQ228, 벡터:pHMM193)","Teriparatide (rDNA, Host:E.coli K12RQ228, Vector:pHMM193)"
D000183,테트라데실황산나트륨콘센트레이트,Sodium Tetradecyl Sulfate Concentrate
D000184,텔비부딘,Telbivudine
D001154,폴리믹신B황산염,Polymyxin B Sulfate
D000323,제피미르타자핀,Mirtazapine Coated
D001011,보티옥세틴브롬화수소산염,Vortioxetine Hydrobromide
D001152,클로르헥시딘글루콘산염 액,Chlorhexidine Gluconate Solution
D001518,밀크시슬열매 건조엑스,Milk-Thistle Fruit Dried Extract
D001521,판토텐산칼슘,Calcium Pantothenate
D000358,올메사르탄메독소밀,Olmesartan Medoxomil
D000536,발프로산나트륨,Sodium Valproate
D000774,트라조돈염산염,Trazodone Hydrochloride
D000782,글리코피롤레이트,Glycopyrrolate
D000010,반코마이신염산염,Vancomycin Hydrochloride
D000203,라모세트론염산염,Ramosetron Hydrochloride
D000730,솔리페나신숙신산염,Solifenacin Succinate
D000288,네오스티그민메틸황산염,Neostigmine Methylsulfate
D000426,메트로니다졸,Metronidazole
D000195,나프록센,Naproxen
D000729,세프트리악손나트륨수화물,Ceftriaxone Sodium Hydrate
D000383,트리엔틴염산염,Trientine Hydrochloride
D000671,침강탄산칼슘,Precipitated Calcium Carbonate
D000975,나프록센나트륨,Naproxen Sodium
D000977,피록시캄-베타사이클로덱스트린,Piroxicam Beta-Cyclodextrin
D000852,카페인무수물,Anhydrous Caffeine
D000978,시트르산칼륨수화물,Potassium Citrate Hydrate
D000976,피록시캄칼륨,Piroxicam Potassium
D000645,설박탐나트륨,Sulbactam Sodium
D000707,플루티카손푸로에이트(미분화),Fluticasone Furoate Micronized
D001087,단트롤렌나트륨수화물,Dantrolene Sodium Hydrate
D001085,닌테다닙에실산염,Nintedanib Esilate
D001269,메클리진염산염수화물,Meclizine Hydrochloride Hydrate
D001276,칼시포트리올,Calcipotriol
D001184,디노프로스톤,Dinoprostone
D001088,페타시테스히브리두스엽이산화탄소엑스,Butterbur Leaves Carbon Dioxide Extract
D001278,미분화시클레소니드,Ciclesonide Micronized
D000084,다폭세틴염산염,Dapoxetine Hydrochloride
D001031,나프토피딜,Naftopidil
D001090,룩소리티닙인산염,Ruxolitinib Phosphate
D001248,설프로스톤,Sulprostone
D001286,리도카인염산염수화물,Lidocaine Hydrochloride Hydrate
D001285,세프타지딤수화물,Ceftazidime Hydrate
D001270,달테파린나트륨,Dalteparin Sodium
D001292,토수플록사신토실산염수화물,Tosufloxacine Tosilate Hydrate
D001079,엔잘루타마이드,Enzalutamide
D001291,브리모니딘타르타르산염,Brimonidine Tartrate
D001073,리오시구앗(미분화),Riociguat Micronized
D001550,이카티반트아세테이트,Icatibant Acetate
D001078,다브라페닙메실산염(미분화),Dabrafenib Mesylate Micronized
D001076,세리티닙,Ceritinib
D001178,셀렉시팍(미분화),Selexipag Micronized
D001546,아모다피닐,Armodafinil
D001547,카나키누맙,Canakinumab
D001551,미로가발린베실산염,Mirogabalin Besilate
D001553,다로루타마이드,Darolutamide
D001168,아질사르탄메독소밀칼륨,Potassium Azilsartan Medoxomil
D001545,에스케타민염산염,Esketamine Hydrochloride
D001549,폴리트로핀델타,Follitropin delta
D001552,부로수맙,Burosumab
D001825,글리시리진산암모늄,Ammonium Glycyrrhizinate
D000999,스코폴라민,Scopolamine
D000883,프로사이클리딘,Procyclidine
D001357,시메트로퓸,Cimetropium
D001234,톨터로딘,Tolterodine
D001356,플라복세이트,Flavoxate
D001289,케토롤락,Ketorolac
D000202,디히드로에르고타민,Dihydroergotamine
D000628,록시트로마이신,Roxithromycin
D000255,알트레타민,Altretamine
D000413,피리독신,Pyridoxine
D000256,에리트로마이신,Erythromycin
D000754,옥시테트라사이클린,Oxytetracycline
D000513,펜타미딘,Pentamidin
D000678,클린다마이신,Clindamycin
D000713,린코마이신,Lincomycin
D000429,모클로베미드,Moclobemide
D000071,페노프로펜,Fenoprofen
D000763,인디나빌,Indinavir
D000626,로피나비르,Lopinavir
D000003,넬피나비어,Nelfinavir
D000031,아세메타신,Acemetacin
D000298,디플루니살,Diflunisal
D000248,아목사핀,Amoxapine
D000150,아타자나비르,Atazanavir
D000332,시탈로프람,Citalopram
D000558,에파비렌즈,Efavirenz
D000800,플루복사민,Fluvoxamine
D000761,이오프로마이드,Iopromide
D000530,몰시도민,Molsidomine
D000498,니코란딜,Nicorandil
D000115,로녹시캄,Lornoxicam
D000262,옥사프로진,Oxaprozin
D000268,이옥사글린산,Ioxaglic Acid
D000759,이소프로테레놀,Isoproterenol
D000703,프라노프로펜,Pranoprofen
D000120,메나테트레논,Menatetrenone
D000200,덱스트로메토르판,Dextromethorphan
D000196,니솔디핀,Nisoldipine
D000755,옥트레오티드,Octreotide
D000261,옥사토마이드,Oxatomide
D000164,이스라디핀,Isradipine
D000215,니트로글리세린,Nitroglycerin
D000521,테르부탈린황산염,Terbutaline Sulfate
D000778,티오틱센,Thiothixene
D000753,트리플루오페라진,Trifluoperazine
D000434,바데나필,Vardenafil
D000141,시부트라민,Sibutramine
D000714,마진돌,Mazindol
D000811,퀴누프라민,Quinupramine
D000178,쿠아제팜,Quazepam
D000742,아지트로마이신,Azithromycin
D000125,메톡시페나민,Methoxyphenamine
D000029,아미노카프론산,Aminocaproic Acid
D000777,트롬빈,Thrombin
D000590,트라넥삼산,Tranexamic Acid
D000520,헤모코아귤라제,Hemocoagulase
D000324,미코나졸,Miconazole
D000604,네틸마이신,Netilmicin
D000322,미데카마이신,Midecamycin
D000338,스피라마이신,Spiramycin
D000158,메타사이클린,Methacycline
D000281,테노포비르,Tenofovir
D000806,트로메타몰,Trometamol
D000045,요오드화옥사피움,Oxapium Iodide
D000251,아티카인,Articaine
D000091,디피리다몰,Dipyridamole
D000004,메톨라존,Metolazone
D000319,돌라세트론,Dolasetron
D000737,아바나필,Avanafil
D000556,에토노게스트렐,Etonogestrel
D000789,드로스피레논,Drospirenone
D000389,게스토덴,Gestodene
D000735,아고멜라틴,Agomelatine
D000087,도리페넴,Doripenem
D000036,에트라비린,Etravirine
D000208,포스아프레피탄트 디메글루민염,Fosaprepitant Dimeglumine
D000472,이그라티모드,Iguratimod
D000225,릴피비린,Rilpivirine
D000751,에스판토프라졸,S-Pantoprazole
D000328,베다퀼린,Bedaquiline
D000444,보세프레비르,Boceprevir
D000111,필시카이니드,Pilsicainide
D000833,텔리트로마이신,Telithromycin
